id;description;title;device_id
655;3G, 4G LTE;Поколение мобильной связи:;110
656;6.22;"Размер дисплея ('"):";110
657;Android 10;Операционная система:;110
658;да;Поддержка двух SIM-карт:;110
659;синий;Цвет:;110
660;Китай;Страна-производитель:;110
661;3G, 4G LTE;Поколение мобильной связи:;111
662;6.22;"Размер дисплея ('"):";111
663;Android 10;Операционная система:;111
664;да;Поддержка двух SIM-карт:;111
665;серый;Цвет:;111
666;Китай;Страна-производитель:;111
667;4G LTE;Поколение мобильной связи:;112
668;6.52;"Размер дисплея ('"):";112
669;Android 11;Операционная система:;112
670;да;Поддержка двух SIM-карт:;112
671;черный;Цвет:;112
672;Китай;Страна-производитель:;112
673;5G;Поколение мобильной связи:;113
674;6.1;"Размер дисплея ('"):";113
675;iOS 14;Операционная система:;113
676;да;Поддержка двух SIM-карт:;113
677;синий;Цвет:;113
678;Китай;Страна-производитель:;113
679;5G;Поколение мобильной связи:;114
680;6.1;"Размер дисплея ('"):";114
681;iOS 14;Операционная система:;114
682;да;Поддержка двух SIM-карт:;114
683;графитовый;Цвет:;114
684;Китай;Страна-производитель:;114
685;3G, 4G LTE, 5G, VoLTE;Поколение мобильной связи:;115
686;5.4;"Размер дисплея ('"):";115
687;iOS;Операционная система:;115
688;да;Поддержка двух SIM-карт:;115
689;темная ночь;Цвет:;115
690;Китай;Страна-производитель:;115
691;5G;Поколение мобильной связи:;116
692;6.7;"Размер дисплея ('"):";116
693;iOS 14;Операционная система:;116
694;да;Поддержка двух SIM-карт:;116
695;синий;Цвет:;116
696;Китай;Страна-производитель:;116
697;5G;Поколение мобильной связи:;117
698;6.7;"Размер дисплея ('"):";117
699;iOS 14;Операционная система:;117
700;да;Поддержка двух SIM-карт:;117
701;синий;Цвет:;117
702;Китай;Страна-производитель:;117
703;4G LTE;Поколение мобильной связи:;118
704;6.5;"Размер дисплея ('"):";118
705;iOS 13;Операционная система:;118
706;да;Поддержка двух SIM-карт:;118
707;серый;Цвет:;118
708;Китай;Страна-производитель:;118
709;5G;Поколение мобильной связи:;119
710;6.7;"Размер дисплея ('"):";119
711;iOS 14;Операционная система:;119
712;да;Поддержка двух SIM-карт:;119
713;серебристый;Цвет:;119
714;Китай;Страна-производитель:;119
715;4G LTE;Поколение мобильной связи:;120
716;6.5;"Размер дисплея ('"):";120
717;iOS 12;Операционная система:;120
718;да;Поддержка двух SIM-карт:;120
719;серый;Цвет:;120
720;Китай;Страна-производитель:;120
721;5G;Поколение мобильной связи:;121
722;5.4;"Размер дисплея ('"):";121
723;iOS 14;Операционная система:;121
724;да;Поддержка двух SIM-карт:;121
725;красный;Цвет:;121
726;Китай;Страна-производитель:;121
727;5G;Поколение мобильной связи:;122
728;6.1;"Размер дисплея ('"):";122
729;iOS 14;Операционная система:;122
730;да;Поддержка двух SIM-карт:;122
731;серебристый;Цвет:;122
732;Китай;Страна-производитель:;122
733;5G;Поколение мобильной связи:;123
734;6.1;"Размер дисплея ('"):";123
735;iOS 14;Операционная система:;123
736;да;Поддержка двух SIM-карт:;123
737;красный;Цвет:;123
738;Китай;Страна-производитель:;123
739;5G;Поколение мобильной связи:;124
740;6.1;"Размер дисплея ('"):";124
741;iOS 14;Операционная система:;124
742;да;Поддержка двух SIM-карт:;124
743;красный;Цвет:;124
1451;черный;Цвет:;252
744;Китай;Страна-производитель:;124
745;5G;Поколение мобильной связи:;125
746;6.7;"Размер дисплея ('"):";125
747;iOS 14;Операционная система:;125
748;да;Поддержка двух SIM-карт:;125
749;золотистый;Цвет:;125
750;Китай;Страна-производитель:;125
751;5G;Поколение мобильной связи:;126
752;6.1;"Размер дисплея ('"):";126
753;iOS 14;Операционная система:;126
754;да;Поддержка двух SIM-карт:;126
755;золотистый;Цвет:;126
756;Китай;Страна-производитель:;126
757;5G;Поколение мобильной связи:;127
758;5.4;"Размер дисплея ('"):";127
759;iOS 14;Операционная система:;127
760;да;Поддержка двух SIM-карт:;127
761;черный;Цвет:;127
762;Китай;Страна-производитель:;127
763;4G LTE;Поколение мобильной связи:;128
764;4.7;"Размер дисплея ('"):";128
765;iOS;Операционная система:;128
766;да;Поддержка двух SIM-карт:;128
767;красный;Цвет:;128
768;Китай;Страна-производитель:;128
769;5G;Поколение мобильной связи:;129
770;6.1;"Размер дисплея ('"):";129
771;iOS 14;Операционная система:;129
772;да;Поддержка двух SIM-карт:;129
773;серый;Цвет:;129
774;Китай;Страна-производитель:;129
775;5G;Поколение мобильной связи:;130
776;6.1;"Размер дисплея ('"):";130
777;iOS 14;Операционная система:;130
778;да;Поддержка двух SIM-карт:;130
779;золотистый;Цвет:;130
780;Китай;Страна-производитель:;130
781;5G;Поколение мобильной связи:;131
782;6.1;"Размер дисплея ('"):";131
783;iOS 14;Операционная система:;131
784;да;Поддержка двух SIM-карт:;131
785;синий;Цвет:;131
786;Китай;Страна-производитель:;131
787;5G;Поколение мобильной связи:;132
788;6.1;"Размер дисплея ('"):";132
789;iOS 14;Операционная система:;132
790;да;Поддержка двух SIM-карт:;132
791;серебристый;Цвет:;132
792;Китай;Страна-производитель:;132
793;4G LTE;Поколение мобильной связи:;133
794;6.1;"Размер дисплея ('"):";133
795;iOS 12;Операционная система:;133
796;да;Поддержка двух SIM-карт:;133
797;желтый;Цвет:;133
798;Китай;Страна-производитель:;133
799;5G;Поколение мобильной связи:;134
800;6.7;"Размер дисплея ('"):";134
801;iOS 14;Операционная система:;134
802;да;Поддержка двух SIM-карт:;134
803;синий;Цвет:;134
804;Китай;Страна-производитель:;134
805;5G;Поколение мобильной связи:;135
806;6.7;"Размер дисплея ('"):";135
807;iOS 14;Операционная система:;135
808;да;Поддержка двух SIM-карт:;135
809;золотистый;Цвет:;135
810;Китай;Страна-производитель:;135
811;5G;Поколение мобильной связи:;136
812;5.4;"Размер дисплея ('"):";136
813;iOS 14;Операционная система:;136
814;да;Поддержка двух SIM-карт:;136
815;черный;Цвет:;136
816;Китай;Страна-производитель:;136
817;4G LTE;Поколение мобильной связи:;137
818;5.8;"Размер дисплея ('"):";137
819;iOS 13;Операционная система:;137
820;да;Поддержка двух SIM-карт:;137
821;серый;Цвет:;137
822;Китай;Страна-производитель:;137
823;5G;Поколение мобильной связи:;138
824;6.1;"Размер дисплея ('"):";138
825;iOS 14;Операционная система:;138
826;да;Поддержка двух SIM-карт:;138
827;белый;Цвет:;138
828;Китай;Страна-производитель:;138
829;2G, 3G, 4G LTE, 5G;Поколение мобильной связи:;139
830;6.1;"Размер дисплея ('"):";139
831;iOS;Операционная система:;139
832;да;Поддержка двух SIM-карт:;139
833;красный;Цвет:;139
834;Китай;Страна-производитель:;139
835;3G, 4G LTE, 5G, VoLTE;Поколение мобильной связи:;140
836;5.4;"Размер дисплея ('"):";140
837;iOS;Операционная система:;140
838;да;Поддержка двух SIM-карт:;140
839;синий;Цвет:;140
840;Китай;Страна-производитель:;140
841;5G;Поколение мобильной связи:;141
842;6.1;"Размер дисплея ('"):";141
843;iOS 14;Операционная система:;141
844;да;Поддержка двух SIM-карт:;141
845;красный;Цвет:;141
846;Китай;Страна-производитель:;141
847;5G;Поколение мобильной связи:;142
848;6.1;"Размер дисплея ('"):";142
849;iOS 14;Операционная система:;142
850;да;Поддержка двух SIM-карт:;142
851;синий;Цвет:;142
852;Китай;Страна-производитель:;142
853;3G, 4G LTE, 5G, VoLTE;Поколение мобильной связи:;143
854;5.4;"Размер дисплея ('"):";143
855;iOS;Операционная система:;143
856;да;Поддержка двух SIM-карт:;143
857;розовый;Цвет:;143
858;Китай;Страна-производитель:;143
859;2G, 3G, 4G LTE, 5G;Поколение мобильной связи:;144
860;6.1;"Размер дисплея ('"):";144
861;iOS;Операционная система:;144
862;да;Поддержка двух SIM-карт:;144
863;розовый;Цвет:;144
864;Китай;Страна-производитель:;144
865;3G, 4G LTE, 5G, VoLTE;Поколение мобильной связи:;145
866;5.4;"Размер дисплея ('"):";145
867;iOS;Операционная система:;145
868;да;Поддержка двух SIM-карт:;145
869;сияющая звезда;Цвет:;145
870;Китай;Страна-производитель:;145
871;5G;Поколение мобильной связи:;146
872;6.1;"Размер дисплея ('"):";146
873;iOS 14;Операционная система:;146
874;да;Поддержка двух SIM-карт:;146
875;серебристый;Цвет:;146
876;Китай;Страна-производитель:;146
877;5G;Поколение мобильной связи:;147
878;6.1;"Размер дисплея ('"):";147
879;iOS 14;Операционная система:;147
880;да;Поддержка двух SIM-карт:;147
881;графитовый;Цвет:;147
882;Китай;Страна-производитель:;147
883;3G, 4G LTE;Поколение мобильной связи:;148
884;6.1;"Размер дисплея ('"):";148
885;iOS 13;Операционная система:;148
886;да;Поддержка двух SIM-карт:;148
887;черный;Цвет:;148
888;Китай;Страна-производитель:;148
889;3G, 4G LTE;Поколение мобильной связи:;151
890;6.1;"Размер дисплея ('"):";151
891;iOS 13;Операционная система:;151
892;да;Поддержка двух SIM-карт:;151
893;черный;Цвет:;151
894;Китай;Страна-производитель:;151
895;3G, 4G LTE;Поколение мобильной связи:;152
896;6.1;"Размер дисплея ('"):";152
897;iOS 13;Операционная система:;152
898;да;Поддержка двух SIM-карт:;152
899;зеленый;Цвет:;152
900;Китай;Страна-производитель:;152
901;2G, 3G, 4G LTE, 5G;Поколение мобильной связи:;156
902;6.1;"Размер дисплея ('"):";156
903;iOS;Операционная система:;156
904;да;Поддержка двух SIM-карт:;156
905;синий;Цвет:;156
906;Китай;Страна-производитель:;156
907;2G, 3G, 4G LTE, 5G;Поколение мобильной связи:;157
908;6.1;"Размер дисплея ('"):";157
909;iOS;Операционная система:;157
910;да;Поддержка двух SIM-карт:;157
911;сияющая звезда;Цвет:;157
912;Китай;Страна-производитель:;157
913;5G;Поколение мобильной связи:;158
914;5.4;"Размер дисплея ('"):";158
915;iOS 14;Операционная система:;158
916;да;Поддержка двух SIM-карт:;158
917;зеленый;Цвет:;158
918;Китай;Страна-производитель:;158
919;5G;Поколение мобильной связи:;159
920;6.1;"Размер дисплея ('"):";159
921;iOS 14;Операционная система:;159
1887;синий;Цвет:;326
922;да;Поддержка двух SIM-карт:;159
923;белый;Цвет:;159
924;Китай;Страна-производитель:;159
925;5G;Поколение мобильной связи:;161
926;5.4;"Размер дисплея ('"):";161
927;iOS 14;Операционная система:;161
928;да;Поддержка двух SIM-карт:;161
929;синий;Цвет:;161
930;Китай;Страна-производитель:;161
931;5G;Поколение мобильной связи:;162
932;5.4;"Размер дисплея ('"):";162
933;iOS 14;Операционная система:;162
934;да;Поддержка двух SIM-карт:;162
935;белый;Цвет:;162
936;Китай;Страна-производитель:;162
937;5G;Поколение мобильной связи:;163
938;6.1;"Размер дисплея ('"):";163
939;iOS 14;Операционная система:;163
940;да;Поддержка двух SIM-карт:;163
941;черный;Цвет:;163
942;Китай;Страна-производитель:;163
943;5G;Поколение мобильной связи:;164
944;6.1;"Размер дисплея ('"):";164
945;iOS 14;Операционная система:;164
946;да;Поддержка двух SIM-карт:;164
947;синий;Цвет:;164
948;Китай;Страна-производитель:;164
949;5G;Поколение мобильной связи:;165
950;6.1;"Размер дисплея ('"):";165
951;iOS 14;Операционная система:;165
952;да;Поддержка двух SIM-карт:;165
953;зеленый;Цвет:;165
954;Китай;Страна-производитель:;165
955;3G, 4G LTE;Поколение мобильной связи:;166
956;5.8;"Размер дисплея ('"):";166
957;iOS 11;Операционная система:;166
958;нет;Поддержка двух SIM-карт:;166
959;серый;Цвет:;166
960;Китай;Страна-производитель:;166
961;4G LTE;Поколение мобильной связи:;167
962;5.8;"Размер дисплея ('"):";167
963;iOS 12;Операционная система:;167
964;да;Поддержка двух SIM-карт:;167
965;графитовый;Цвет:;167
966;Китай;Страна-производитель:;167
967;3G, 4G LTE;Поколение мобильной связи:;168
968;6.1;"Размер дисплея ('"):";168
969;iOS 13;Операционная система:;168
970;да;Поддержка двух SIM-карт:;168
971;белый;Цвет:;168
972;Китай;Страна-производитель:;168
973;3G, 4G LTE;Поколение мобильной связи:;169
974;6.1;"Размер дисплея ('"):";169
975;iOS 13;Операционная система:;169
976;да;Поддержка двух SIM-карт:;169
977;зеленый;Цвет:;169
978;Китай;Страна-производитель:;169
979;3G, 4G LTE;Поколение мобильной связи:;170
980;6.1;"Размер дисплея ('"):";170
981;iOS 13;Операционная система:;170
982;да;Поддержка двух SIM-карт:;170
983;фиолетовый;Цвет:;170
984;Китай;Страна-производитель:;170
985;5G;Поколение мобильной связи:;171
986;6.7;"Размер дисплея ('"):";171
987;iOS 14;Операционная система:;171
988;да;Поддержка двух SIM-карт:;171
989;серебристый;Цвет:;171
990;Китай;Страна-производитель:;171
991;5G;Поколение мобильной связи:;172
992;5.4;"Размер дисплея ('"):";172
993;iOS 14;Операционная система:;172
994;да;Поддержка двух SIM-карт:;172
995;красный;Цвет:;172
996;Китай;Страна-производитель:;172
997;3G, 4G LTE;Поколение мобильной связи:;173
998;6.1;"Размер дисплея ('"):";173
999;iOS 13;Операционная система:;173
1000;да;Поддержка двух SIM-карт:;173
1001;красный;Цвет:;173
1002;Китай;Страна-производитель:;173
1003;5G;Поколение мобильной связи:;175
1004;6.1;"Размер дисплея ('"):";175
1005;iOS 14;Операционная система:;175
1006;да;Поддержка двух SIM-карт:;175
1007;синий;Цвет:;175
1008;Китай;Страна-производитель:;175
1009;3G, 4G LTE;Поколение мобильной связи:;176
1010;6.5;"Размер дисплея ('"):";176
1011;iOS 13;Операционная система:;176
1012;да;Поддержка двух SIM-карт:;176
1013;серый;Цвет:;176
1014;Китай;Страна-производитель:;176
1015;3G, 4G LTE;Поколение мобильной связи:;177
1016;6.1;"Размер дисплея ('"):";177
1017;iOS 13;Операционная система:;177
1018;да;Поддержка двух SIM-карт:;177
1019;фиолетовый;Цвет:;177
1020;Китай;Страна-производитель:;177
1021;5G;Поколение мобильной связи:;179
1022;6.7;"Размер дисплея ('"):";179
1023;iOS 14;Операционная система:;179
1024;да;Поддержка двух SIM-карт:;179
1025;графитовый;Цвет:;179
1026;Китай;Страна-производитель:;179
1027;3G, 4G LTE;Поколение мобильной связи:;180
1028;6.1;"Размер дисплея ('"):";180
1029;iOS 13;Операционная система:;180
1030;да;Поддержка двух SIM-карт:;180
1031;красный;Цвет:;180
1032;Китай;Страна-производитель:;180
1033;3G, 4G LTE;Поколение мобильной связи:;181
1034;6.1;"Размер дисплея ('"):";181
1035;iOS 13;Операционная система:;181
1036;да;Поддержка двух SIM-карт:;181
1037;белый;Цвет:;181
1038;Китай;Страна-производитель:;181
1039;5G;Поколение мобильной связи:;182
1040;5.4;"Размер дисплея ('"):";182
1041;iOS 14;Операционная система:;182
1042;да;Поддержка двух SIM-карт:;182
1043;красный;Цвет:;182
1044;Китай;Страна-производитель:;182
1045;5G;Поколение мобильной связи:;183
1046;5.4;"Размер дисплея ('"):";183
1047;iOS 14;Операционная система:;183
1048;да;Поддержка двух SIM-карт:;183
1049;синий;Цвет:;183
1050;Китай;Страна-производитель:;183
1051;2G, 3G, 4G LTE, 5G;Поколение мобильной связи:;185
1052;6.1;"Размер дисплея ('"):";185
1053;iOS;Операционная система:;185
1054;да;Поддержка двух SIM-карт:;185
1055;сияющая звезда;Цвет:;185
1056;Китай;Страна-производитель:;185
1057;2G, 3G, 4G LTE, 5G;Поколение мобильной связи:;186
1058;6.1;"Размер дисплея ('"):";186
1059;iOS;Операционная система:;186
1060;да;Поддержка двух SIM-карт:;186
1061;красный;Цвет:;186
1062;Китай;Страна-производитель:;186
1063;2G, 3G, 4G LTE, 5G;Поколение мобильной связи:;187
1064;6.1;"Размер дисплея ('"):";187
1065;iOS;Операционная система:;187
1066;да;Поддержка двух SIM-карт:;187
1067;темная ночь;Цвет:;187
1068;Китай;Страна-производитель:;187
1069;3G, 4G LTE, 5G;Поколение мобильной связи:;189
1070;5.9;"Размер дисплея ('"):";189
1071;Android 11;Операционная система:;189
1072;да;Поддержка двух SIM-карт:;189
1073;черный;Цвет:;189
1074;Китай;Страна-производитель:;189
1075;3G, 4G LTE, 5G;Поколение мобильной связи:;190
1076;6.67;"Размер дисплея ('"):";190
1077;Android 11;Операционная система:;190
1078;да;Поддержка двух SIM-карт:;190
1079;черный;Цвет:;190
1080;Китай;Страна-производитель:;190
1081;3G, 4G LTE, 5G, VoLTE;Поколение мобильной связи:;191
1082;5.9;"Размер дисплея ('"):";191
1083;Android 11;Операционная система:;191
1084;да;Поддержка двух SIM-карт:;191
1085;серебристый;Цвет:;191
1086;Китай;Страна-производитель:;191
1087;3G, 4G LTE, 5G, VoLTE;Поколение мобильной связи:;192
1088;5.9;"Размер дисплея ('"):";192
1089;Android 11;Операционная система:;192
1090;да;Поддержка двух SIM-карт:;192
1091;черный;Цвет:;192
1092;Китай;Страна-производитель:;192
1093;3G, 4G LTE, 5G;Поколение мобильной связи:;193
1094;6.67;"Размер дисплея ('"):";193
1095;Android 11;Операционная система:;193
1096;да;Поддержка двух SIM-карт:;193
1097;серебристый;Цвет:;193
1098;Китай;Страна-производитель:;193
1099;3G, 4G LTE, 5G, VoLTE;Поколение мобильной связи:;194
1100;5.9;"Размер дисплея ('"):";194
1101;Android 11;Операционная система:;194
1102;да;Поддержка двух SIM-карт:;194
1103;серебристый;Цвет:;194
1104;Китай;Страна-производитель:;194
1105;3G, 4G LTE, 5G, VoLTE;Поколение мобильной связи:;195
1106;5.9;"Размер дисплея ('"):";195
1107;Android 11;Операционная система:;195
1108;да;Поддержка двух SIM-карт:;195
1109;черный;Цвет:;195
1110;Китай;Страна-производитель:;195
1111;3G;Поколение мобильной связи:;196
1112;5.5;"Размер дисплея ('"):";196
1113;Android 5.0;Операционная система:;196
1114;да;Поддержка двух SIM-карт:;196
1115;золотистый;Цвет:;196
1116;Китай;Страна-производитель:;196
1117;3G;Поколение мобильной связи:;197
1118;6.53;"Размер дисплея ('"):";197
1119;Android 10 (Go edition);Операционная система:;197
1120;да;Поддержка двух SIM-карт:;197
1121;черный;Цвет:;197
1122;Китай;Страна-производитель:;197
1123;3G;Поколение мобильной связи:;198
1124;5;"Размер дисплея ('"):";198
1125;Android 9.0;Операционная система:;198
1126;да;Поддержка двух SIM-карт:;198
1127;черный;Цвет:;198
1128;Китай;Страна-производитель:;198
1129;3G;Поколение мобильной связи:;199
1130;5.99;"Размер дисплея ('"):";199
1131;Android 9.0;Операционная система:;199
1132;да;Поддержка двух SIM-карт:;199
1133;черный;Цвет:;199
1134;Китай;Страна-производитель:;199
1135;4G LTE;Поколение мобильной связи:;200
1136;6.52;"Размер дисплея ('"):";200
1137;Android 11;Операционная система:;200
1138;да;Поддержка двух SIM-карт:;200
1139;зеленый;Цвет:;200
1140;Китай;Страна-производитель:;200
1141;4G LTE;Поколение мобильной связи:;201
1142;5.7;"Размер дисплея ('"):";201
1143;Android 10;Операционная система:;201
1144;да;Поддержка двух SIM-карт:;201
1145;голубой;Цвет:;201
1146;Китай;Страна-производитель:;201
1147;3G;Поколение мобильной связи:;202
1148;5.99;"Размер дисплея ('"):";202
1149;Android 9.0;Операционная система:;202
1150;да;Поддержка двух SIM-карт:;202
1151;синий;Цвет:;202
1152;Китай;Страна-производитель:;202
1153;4G LTE;Поколение мобильной связи:;203
1154;5.7;"Размер дисплея ('"):";203
1155;Android 10;Операционная система:;203
1156;да;Поддержка двух SIM-карт:;203
1157;черный;Цвет:;203
1158;Китай;Страна-производитель:;203
1159;3G;Поколение мобильной связи:;204
1160;5.99;"Размер дисплея ('"):";204
1161;Android 9.0;Операционная система:;204
1162;да;Поддержка двух SIM-карт:;204
1163;черный;Цвет:;204
1164;Китай;Страна-производитель:;204
1165;3G;Поколение мобильной связи:;205
1166;5;"Размер дисплея ('"):";205
1167;Android 9.0;Операционная система:;205
1168;да;Поддержка двух SIM-карт:;205
1169;синий;Цвет:;205
1170;Китай;Страна-производитель:;205
1171;3G;Поколение мобильной связи:;206
1172;5.45;"Размер дисплея ('"):";206
1173;Android 10 (Go edition);Операционная система:;206
1174;да;Поддержка двух SIM-карт:;206
1175;черный;Цвет:;206
1176;Китай;Страна-производитель:;206
1177;3G;Поколение мобильной связи:;207
1178;5.45;"Размер дисплея ('"):";207
1179;Android 10 (Go edition);Операционная система:;207
1180;да;Поддержка двух SIM-карт:;207
1181;синий;Цвет:;207
1182;Китай;Страна-производитель:;207
1183;4G LTE;Поколение мобильной связи:;208
1184;5;"Размер дисплея ('"):";208
1185;Android 10;Операционная система:;208
1186;да;Поддержка двух SIM-карт:;208
1187;бордовый;Цвет:;208
1188;Китай;Страна-производитель:;208
1189;4G LTE;Поколение мобильной связи:;209
1190;6.52;"Размер дисплея ('"):";209
1191;Android 11;Операционная система:;209
1192;да;Поддержка двух SIM-карт:;209
1193;черный;Цвет:;209
1194;Китай;Страна-производитель:;209
1195;4G LTE;Поколение мобильной связи:;210
1196;6.09;"Размер дисплея ('"):";210
1197;Android 9.0;Операционная система:;210
1198;да;Поддержка двух SIM-карт:;210
1199;синий;Цвет:;210
1200;Китай;Страна-производитель:;210
1201;3G, 4G LTE;Поколение мобильной связи:;211
1202;6.4;"Размер дисплея ('"):";211
1203;Android 10;Операционная система:;211
1204;да;Поддержка двух SIM-карт:;211
1205;черный;Цвет:;211
1206;Китай;Страна-производитель:;211
1207;3G;Поколение мобильной связи:;212
1208;6.53;"Размер дисплея ('"):";212
1209;Android 10 (Go edition);Операционная система:;212
1210;да;Поддержка двух SIM-карт:;212
1211;синий;Цвет:;212
1212;Китай;Страна-производитель:;212
1213;4G LTE;Поколение мобильной связи:;213
1214;5.7;"Размер дисплея ('"):";213
1215;Android 10;Операционная система:;213
1216;да;Поддержка двух SIM-карт:;213
1217;черный;Цвет:;213
1218;Китай;Страна-производитель:;213
1219;4G LTE;Поколение мобильной связи:;214
1220;6.53;"Размер дисплея ('"):";214
1221;Android 10;Операционная система:;214
1222;да;Поддержка двух SIM-карт:;214
1223;черный;Цвет:;214
1224;Китай;Страна-производитель:;214
1225;3G;Поколение мобильной связи:;215
1226;5.99;"Размер дисплея ('"):";215
1227;Android 9.0;Операционная система:;215
1228;да;Поддержка двух SIM-карт:;215
1229;красный;Цвет:;215
1230;Китай;Страна-производитель:;215
1231;4G LTE;Поколение мобильной связи:;216
1232;5;"Размер дисплея ('"):";216
1233;Android 10 (Go edition);Операционная система:;216
1234;да;Поддержка двух SIM-карт:;216
1235;черный;Цвет:;216
1236;Китай;Страна-производитель:;216
1237;3G, 4G LTE;Поколение мобильной связи:;217
1238;3.97;"Размер дисплея ('"):";217
1239;Android 10 (Go edition);Операционная система:;217
1240;да;Поддержка двух SIM-карт:;217
1241;синий;Цвет:;217
1242;Китай;Страна-производитель:;217
1243;3G;Поколение мобильной связи:;218
1244;5;"Размер дисплея ('"):";218
1245;Android 9.0;Операционная система:;218
1246;да;Поддержка двух SIM-карт:;218
1247;красный;Цвет:;218
1248;Китай;Страна-производитель:;218
1249;3G, 4G LTE;Поколение мобильной связи:;219
1250;6.53;"Размер дисплея ('"):";219
1251;Android 10;Операционная система:;219
1252;да;Поддержка двух SIM-карт:;219
1253;зеленый;Цвет:;219
1254;Китай;Страна-производитель:;219
1255;3G, 4G LTE;Поколение мобильной связи:;220
1256;6.53;"Размер дисплея ('"):";220
1257;Android 10;Операционная система:;220
1258;да;Поддержка двух SIM-карт:;220
1259;черный;Цвет:;220
1260;Китай;Страна-производитель:;220
1261;4G LTE;Поколение мобильной связи:;221
1262;6.67;"Размер дисплея ('"):";221
1263;Android 10;Операционная система:;221
1264;да;Поддержка двух SIM-карт:;221
1265;серебристый;Цвет:;221
1266;Китай;Страна-производитель:;221
1267;4G LTE;Поколение мобильной связи:;222
1268;6.67;"Размер дисплея ('"):";222
1269;Android 10;Операционная система:;222
1270;да;Поддержка двух SIM-карт:;222
1271;синий;Цвет:;222
1272;Китай;Страна-производитель:;222
1273;5G;Поколение мобильной связи:;223
1274;6.58;"Размер дисплея ('"):";223
2326;синий;Цвет:;417
1275;Android 10;Операционная система:;223
1276;да;Поддержка двух SIM-карт:;223
1277;черный;Цвет:;223
1278;Китай;Страна-производитель:;223
1279;3G, 4G LTE;Поколение мобильной связи:;224
1280;6.3;"Размер дисплея ('"):";224
1281;Android 10;Операционная система:;224
1282;да;Поддержка двух SIM-карт:;224
1283;зеленый;Цвет:;224
1284;Китай;Страна-производитель:;224
1285;3G, 4G LTE;Поколение мобильной связи:;225
1286;5.45;"Размер дисплея ('"):";225
1287;Android 10;Операционная система:;225
1288;да;Поддержка двух SIM-карт:;225
1289;черный;Цвет:;225
1290;Китай;Страна-производитель:;225
1291;3G, 4G LTE;Поколение мобильной связи:;226
1292;5.45;"Размер дисплея ('"):";226
1293;Android 10;Операционная система:;226
1294;да;Поддержка двух SIM-карт:;226
1295;зеленый;Цвет:;226
1296;Китай;Страна-производитель:;226
1297;3G, 4G LTE;Поколение мобильной связи:;227
1298;6.4;"Размер дисплея ('"):";227
1299;Android 10;Операционная система:;227
1300;да;Поддержка двух SIM-карт:;227
1301;черный;Цвет:;227
1302;Китай;Страна-производитель:;227
1303;4G LTE;Поколение мобильной связи:;228
1304;6.67;"Размер дисплея ('"):";228
1305;Android 10;Операционная система:;228
1306;да;Поддержка двух SIM-карт:;228
1307;зеленый;Цвет:;228
1308;Китай;Страна-производитель:;228
1309;4G LTE;Поколение мобильной связи:;229
1310;6.67;"Размер дисплея ('"):";229
1311;Android 10;Операционная система:;229
1312;да;Поддержка двух SIM-карт:;229
1313;черный;Цвет:;229
1314;Китай;Страна-производитель:;229
1315;4G LTE;Поколение мобильной связи:;230
1316;6.8;"Размер дисплея ('"):";230
1317;Android 10;Операционная система:;230
1318;да;Поддержка двух SIM-карт:;230
1319;золотистый;Цвет:;230
1320;Китай;Страна-производитель:;230
1321;3G, 4G LTE;Поколение мобильной связи:;231
1322;6.8;"Размер дисплея ('"):";231
1323;Android 10;Операционная система:;231
1324;да;Поддержка двух SIM-карт:;231
1325;синий;Цвет:;231
1326;Китай;Страна-производитель:;231
1327;3G, 4G LTE;Поколение мобильной связи:;232
1328;6.39;"Размер дисплея ('"):";232
1329;Android 10;Операционная система:;232
1330;да;Поддержка двух SIM-карт:;232
1331;голубой;Цвет:;232
1332;Китай;Страна-производитель:;232
1333;5G;Поколение мобильной связи:;233
1334;6.67;"Размер дисплея ('"):";233
1335;Android 11;Операционная система:;233
1336;да;Поддержка двух SIM-карт:;233
1337;золотистый;Цвет:;233
1338;Китай;Страна-производитель:;233
1339;GSM, 3G, 4G LTE;Поколение мобильной связи:;234
1340;6.5;"Размер дисплея ('"):";234
1341;Android 11;Операционная система:;234
1342;да;Поддержка двух SIM-карт:;234
1343;синий;Цвет:;234
1344;Китай;Страна-производитель:;234
1345;5G;Поколение мобильной связи:;235
1346;6.81;"Размер дисплея ('"):";235
1347;Android 10;Операционная система:;235
1348;да;Поддержка двух SIM-карт:;235
1349;синий;Цвет:;235
1350;Китай;Страна-производитель:;235
1351;4G LTE;Поколение мобильной связи:;236
1352;6.39;"Размер дисплея ('"):";236
1353;Android 10;Операционная система:;236
1354;да;Поддержка двух SIM-карт:;236
1355;фиолетовый;Цвет:;236
1356;Китай;Страна-производитель:;236
1357;4G LTE;Поколение мобильной связи:;237
1358;6.39;"Размер дисплея ('"):";237
1359;Android 10;Операционная система:;237
1360;да;Поддержка двух SIM-карт:;237
1361;синий;Цвет:;237
1362;Китай;Страна-производитель:;237
1363;3G, 4G LTE;Поколение мобильной связи:;238
1364;6.5;"Размер дисплея ('"):";238
1365;Android 10;Операционная система:;238
1366;да;Поддержка двух SIM-карт:;238
1367;серый;Цвет:;238
1368;Китай;Страна-производитель:;238
1369;3G, 4G LTE;Поколение мобильной связи:;239
1370;6.5;"Размер дисплея ('"):";239
1371;Android 10;Операционная система:;239
1372;да;Поддержка двух SIM-карт:;239
1373;голубой;Цвет:;239
1374;Китай;Страна-производитель:;239
