id;description;title;device_id
12537;7;Количество белья (кг):;1839
12538;да;Функция пара:;1839
12539;85x59.5x49.5;Габариты (ВxШxГ) (см):;1839
12540;Китай;Страна-производитель:;1839
12541;узкая;Категория стиральной машины:;1840
12542;фронтальная;Тип загрузки:;1840
12543;электронный;Тип управления:;1840
12544;6;Количество белья (кг):;1840
12545;нет;Функция пара:;1840
12546;85x59.5x47;Габариты (ВxШxГ) (см):;1840
12547;Китай;Страна-производитель:;1840
12548;узкая;Категория стиральной машины:;1841
12549;фронтальная;Тип загрузки:;1841
12550;электронный;Тип управления:;1841
12551;7;Количество белья (кг):;1841
12552;нет;Функция пара:;1841
12553;85x59.5x49.5;Габариты (ВxШxГ) (см):;1841
12554;Китай;Страна-производитель:;1841
12555;стандартная;Категория стиральной машины:;1842
12556;фронтальная;Тип загрузки:;1842
12557;электронный;Тип управления:;1842
12558;9;Количество белья (кг):;1842
12559;нет;Функция пара:;1842
12560;84.5x59.5x63;Габариты (ВxШxГ) (см):;1842
12561;Словакия;Страна-производитель:;1842
12644;85x59.5x49.5;Габариты (ВxШxГ) (см):;1855
12562;узкая;Категория стиральной машины:;1843
12563;фронтальная;Тип загрузки:;1843
12564;электронный;Тип управления:;1843
12565;6;Количество белья (кг):;1843
12566;83.7x59.5x42.5;Габариты (ВxШxГ) (см):;1843
12567;Россия;Страна-производитель:;1843
12568;узкая;Категория стиральной машины:;1844
12569;фронтальная;Тип загрузки:;1844
12570;электронный;Тип управления:;1844
12571;6;Количество белья (кг):;1844
12572;83.7x59.5x42.5;Габариты (ВxШxГ) (см):;1844
12573;Россия;Страна-производитель:;1844
12574;стандартная;Категория стиральной машины:;1845
12575;фронтальная;Тип загрузки:;1845
12576;электронный;Тип управления:;1845
12577;7;Количество белья (кг):;1845
12578;нет;Функция пара:;1845
12579;84.5x59.7x52.7;Габариты (ВxШxГ) (см):;1845
12580;Китай;Страна-производитель:;1845
12581;стандартная;Категория стиральной машины:;1846
12582;фронтальная;Тип загрузки:;1846
12583;электронный;Тип управления:;1846
12584;7;Количество белья (кг):;1846
12585;нет;Функция пара:;1846
12586;84.5x59.7x52.7;Габариты (ВxШxГ) (см):;1846
12587;Китай;Страна-производитель:;1846
12588;узкая;Категория стиральной машины:;1847
12589;фронтальная;Тип загрузки:;1847
12590;электронный;Тип управления:;1847
12591;6;Количество белья (кг):;1847
12592;нет;Функция пара:;1847
12593;84.5x59.7x49.7;Габариты (ВxШxГ) (см):;1847
12594;стандартная;Категория стиральной машины:;1848
12595;вертикальная;Тип загрузки:;1848
12596;механический;Тип управления:;1848
12597;6;Количество белья (кг):;1848
12598;89x40x60;Габариты (ВxШxГ) (см):;1848
12599;Польша;Страна-производитель:;1848
12600;стандартная;Категория стиральной машины:;1849
12601;вертикальная;Тип загрузки:;1849
12602;механический;Тип управления:;1849
12603;6;Количество белья (кг):;1849
12604;85.3x39.7x54.9;Габариты (ВxШxГ) (см):;1849
12605;Польша;Страна-производитель:;1849
12606;стандартная;Категория стиральной машины:;1850
12607;вертикальная;Тип загрузки:;1850
12608;механический;Тип управления:;1850
